dataset,score,draw,N,delta,mode,saving,containment_failure,inflation,inflation_exceeded
realdisp,APS,15,480,0.05,whole,0.0,False,0.0,False
realdisp,APS,15,480,0.05,even_to_odd,0.0,False,0.0,False
realdisp,APS,15,480,0.1,whole,0.0,False,0.0,False
realdisp,APS,15,480,0.2,whole,0.04166666666666663,False,0.3347826086956522,False
realdisp,APS,16,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,16,480,0.05,whole,0.04166666666666663,False,0.3760869565217391,False
realdisp,APS,16,480,0.05,even_to_odd,0.04166666666666663,False,0.3782608695652174,False
realdisp,APS,16,480,0.1,whole,0.08333333333333337,False,0.10434782608695652,False
realdisp,APS,16,480,0.2,whole,0.125,False,0.10217391304347827,False
realdisp,APS,17,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,17,480,0.05,whole,0.04166666666666663,False,0.0,False
realdisp,APS,17,480,0.05,even_to_odd,0.04166666666666663,False,0.0,False
realdisp,APS,17,480,0.1,whole,0.04166666666666663,False,0.0,False
realdisp,APS,17,480,0.2,whole,0.08333333333333337,True,-0.002173913043478261,False
realdisp,APS,18,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,18,480,0.05,whole,0.0,False,0.0,False
realdisp,APS,18,480,0.05,even_to_odd,0.0,False,0.0,False
realdisp,APS,18,480,0.1,whole,0.0,False,0.0,False
realdisp,APS,18,480,0.2,whole,0.04166666666666663,False,0.05434782608695652,False
realdisp,APS,19,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,19,480,0.05,whole,0.0,False,0.0,False
realdisp,APS,19,480,0.05,even_to_odd,0.0,False,0.0,False
realdisp,APS,19,480,0.1,whole,0.04166666666666663,False,0.31956521739130433,False
realdisp,APS,19,480,0.2,whole,0.125,False,0.2782608695652174,False
realdisp,APS,20,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,20,480,0.05,whole,0.0,False,0.0,False
realdisp,APS,20,480,0.05,even_to_odd,0.0,False,0.0,False
realdisp,APS,20,480,0.1,whole,0.0,False,0.0,False
realdisp,APS,20,480,0.2,whole,0.0,False,0.0,False
realdisp,APS,21,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,21,480,0.05,whole,0.04166666666666663,False,0.4217391304347826,False
realdisp,APS,21,480,0.05,even_to_odd,0.04166666666666663,False,0.4391304347826087,False
realdisp,APS,21,480,0.1,whole,0.16666666666666663,False,0.29347826086956524,False
realdisp,APS,21,480,0.2,whole,0.16666666666666663,False,0.2326086956521739,False
realdisp,APS,22,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,22,480,0.05,whole,0.0,False,0.0,False
realdisp,APS,22,480,0.05,even_to_odd,0.0,False,0.0,False
realdisp,APS,22,480,0.1,whole,0.0,False,0.0,False
realdisp,APS,22,480,0.2,whole,0.04166666666666663,False,0.3521739130434783,False
realdisp,APS,23,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,23,480,0.05,whole,0.0,False,0.0,False
realdisp,APS,23,480,0.05,even_to_odd,0.0,False,0.0,False
realdisp,APS,23,480,0.1,whole,0.0,False,0.0,False
realdisp,APS,23,480,0.2,whole,0.0,False,0.0,False
realdisp,APS,24,480,0.01,whole,0.04166666666666663,False,0.06086956521739131,False
realdisp,APS,24,480,0.05,whole,0.125,False,0.06304347826086956,False
realdisp,APS,24,480,0.05,even_to_odd,0.125,False,0.06956521739130435,False
realdisp,APS,24,480,0.1,whole,0.125,False,0.06086956521739131,False
realdisp,APS,24,480,0.2,whole,0.20833333333333337,False,0.19782608695652174,False
realdisp,APS,25,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,25,480,0.05,whole,0.04166666666666663,False,0.1782608695652174,False
realdisp,APS,25,480,0.05,even_to_odd,0.04166666666666663,False,0.1608695652173913,False
realdisp,APS,25,480,0.1,whole,0.125,False,0.06739130434782609,False
realdisp,APS,25,480,0.2,whole,0.125,False,0.06739130434782609,False
realdisp,APS,26,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,26,480,0.05,whole,0.0,False,0.0,False
realdisp,APS,26,480,0.05,even_to_odd,0.0,False,0.0,False
realdisp,APS,26,480,0.1,whole,0.0,False,0.0,False
realdisp,APS,26,480,0.2,whole,0.16666666666666663,False,0.5173913043478261,True
realdisp,APS,27,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,27,480,0.05,whole,0.0,False,0.0,False
realdisp,APS,27,480,0.05,even_to_odd,0.0,False,0.0,False
realdisp,APS,27,480,0.1,whole,0.0,False,0.0,False
realdisp,APS,27,480,0.2,whole,0.0,False,0.0,False
realdisp,APS,28,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,28,480,0.05,whole,0.0,False,0.0,False
realdisp,APS,28,480,0.05,even_to_odd,0.0,False,0.0,False
realdisp,APS,28,480,0.1,whole,0.0,False,0.0,False
realdisp,APS,28,480,0.2,whole,0.04166666666666663,False,0.27608695652173915,False
realdisp,APS,29,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,29,480,0.05,whole,0.0,False,0.0,False
realdisp,APS,29,480,0.05,even_to_odd,0.0,False,0.0,False
realdisp,APS,29,480,0.1,whole,0.0,False,0.0,False
realdisp,APS,29,480,0.2,whole,0.08333333333333337,False,0.39565217391304347,False
realdisp,APS,30,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,30,480,0.05,whole,0.04166666666666663,False,0.2217391304347826,False
realdisp,APS,30,480,0.05,even_to_odd,0.08333333333333337,False,0.27391304347826084,False
realdisp,APS,30,480,0.1,whole,0.125,False,0.30434782608695654,False
realdisp,APS,30,480,0.2,whole,0.5833333333333333,False,0.34782608695652173,False
realdisp,APS,31,480,0.01,whole,0.04166666666666663,False,0.39565217391304347,False
realdisp,APS,31,480,0.05,whole,0.08333333333333337,False,0.3130434782608696,False
realdisp,APS,31,480,0.05,even_to_odd,0.08333333333333337,False,0.3217391304347826,False
realdisp,APS,31,480,0.1,whole,0.08333333333333337,False,0.25217391304347825,False
realdisp,APS,31,480,0.2,whole,0.125,False,0.2108695652173913,False
realdisp,APS,32,480,0.01,whole,0.04166666666666663,False,0.19130434782608696,False
realdisp,APS,32,480,0.05,whole,0.04166666666666663,False,0.18043478260869567,False
realdisp,APS,32,480,0.05,even_to_odd,0.04166666666666663,False,0.17391304347826086,False
realdisp,APS,32,480,0.1,whole,0.04166666666666663,False,0.18043478260869567,False
realdisp,APS,32,480,0.2,whole,0.04166666666666663,False,0.12391304347826088,False
realdisp,APS,33,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,33,480,0.05,whole,0.04166666666666663,False,0.2673913043478261,False
realdisp,APS,33,480,0.05,even_to_odd,0.04166666666666663,False,0.24782608695652175,False
realdisp,APS,33,480,0.1,whole,0.04166666666666663,False,0.2673913043478261,False
realdisp,APS,33,480,0.2,whole,0.29166666666666663,False,0.2673913043478261,False
realdisp,APS,34,480,0.01,whole,0.04166666666666663,False,0.31521739130434784,False
realdisp,APS,34,480,0.05,whole,0.08333333333333337,False,0.31521739130434784,False
realdisp,APS,34,480,0.05,even_to_odd,0.08333333333333337,False,0.32608695652173914,False
realdisp,APS,34,480,0.1,whole,0.08333333333333337,False,0.28043478260869564,False
realdisp,APS,34,480,0.2,whole,0.45833333333333337,False,0.31521739130434784,False
realdisp,APS,35,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,35,480,0.05,whole,0.04166666666666663,False,0.3826086956521739,False
realdisp,APS,35,480,0.05,even_to_odd,0.04166666666666663,False,0.40869565217391307,False
realdisp,APS,35,480,0.1,whole,0.04166666666666663,False,0.3826086956521739,False
realdisp,APS,35,480,0.2,whole,0.04166666666666663,False,0.28695652173913044,False
realdisp,APS,36,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,36,480,0.05,whole,0.0,False,0.0,False
realdisp,APS,36,480,0.05,even_to_odd,0.0,False,0.0,False
realdisp,APS,36,480,0.1,whole,0.0,False,0.0,False
realdisp,APS,36,480,0.2,whole,0.0,False,0.0,False
realdisp,APS,37,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,37,480,0.05,whole,0.125,False,0.15217391304347827,False
realdisp,APS,37,480,0.05,even_to_odd,0.125,False,0.15217391304347827,False
realdisp,APS,37,480,0.1,whole,0.125,False,0.15217391304347827,False
realdisp,APS,37,480,0.2,whole,0.16666666666666663,False,0.0,False
realdisp,APS,38,480,0.01,whole,0.0,False,0.0,False
realdisp,APS,38,480,0.05,whole,0.04166666666666663,False,0.3673913043478261,False
realdisp,APS,38,480,0.05,even_to_odd,0.0,False,0.0,False
realdisp,APS,38,480,0.1,whole,0.04166666666666663,False,0.3673913043478261,False
realdisp,APS,38,480,0.2,whole,0.04166666666666663,False,0.31956521739130433,False
realdisp,APS,39,480,0.01,whole,0.04166666666666663,False,0.21304347826086956,False
realdisp,APS,39,480,0.05,whole,0.125,False,0.21304347826086956,False
realdisp,APS,39,480,0.05,even_to_odd,0.125,False,0.21739130434782608,False
realdisp,APS,39,480,0.1,whole,0.125,False,0.15217391304347827,False
realdisp,APS,39,480,0.2,whole,0.16666666666666663,False,0.21521739130434783,False
